product_id,url,product_title,product_brand,product_rating,product_rating_count,product_image,stock_status,vendor_price,product_os,screen_size,memory_size,question_answered
B07HZJTF6Y,https://www.amazon.com/-/es/E14-1920x1080-i5-10210U-ordenador-empresarial/dp/B07HZJTF6Y,"OEM Lenovo ThinkPad E14 14"" pantalla FHD 1920x1080 IPS, Intel Quad Core i5-10210U, 16GB RAM, 500GB unidad de estado sólido, W10P, ordenador portátil empresarial",Oemgenuine,4.3,44,https://images-na.ssl-images-amazon.com/images/I/61LidaWHGZL._AC_SX355_.jpg,in stock,US$ 839.96,Windows 10 Pro,14 Pulgadas,16 GB,19
B087VSSKXZ,https://www.amazon.com/-/es/15-DW0081WM/dp/B087VSSKXZ,2020 Hp 15.6 Notebook Intel Pentium N5000 2.7GHz 4Gb Ram 500Gb Hdd Windows 10 Home,HP,4.3,101,https://images-na.ssl-images-amazon.com/images/I/71YNQl3sZRL._AC_SX355_.jpg,in stock,US$ 364.99,Windows 10,15.6 Pulgadas,4 GB,17
B08H5W5KJV,https://www.amazon.com/-/es/Samsung-Tab-lite-Pen-Cover/dp/B08H5W5KJV,"Samsung Galaxy Tab S6 Lite 10.4’’ Touchscreen (2000x1200) WiFi Tablet, Octa Core Exynos 9610 Processor, 4GB RAM, 64GB Memory, 5MP Front and 8MP Rear Camera, Bluetooth, Android 10 w/S Pen & Cover",SAMSUNG,4.8,67,https://images-na.ssl-images-amazon.com/images/I/51mYti4TE3L._AC_SY450_.jpg,in stock,US$ 367.00,,10.4 Pulgadas,64 GB,11
B08BJHKL7G,https://www.amazon.com/-/es/Lenovo-ThinkCentre-i5-8265U-Graphics-512GB/dp/B08BJHKL7G,"Lenovo ThinkCentre M90n, i5-8265U, UHD Graphics 620, 8GB, 512GB SSD, Win 10 Pro",Lenovo,5.0,5,https://images-na.ssl-images-amazon.com/images/I/31FlBX9twnL._AC_SX450_.jpg,in stock,US$ 457.99,,,8 GB,
B07XYTC8WG,https://www.amazon.com/-/es/pulgadas-InfinityEdge-generaci%C3%B3n-i7-10710U-XPS7390-7681SLV-PUS/dp/B07XYTC8WG,"Dell XPS 13 7390 13,3 pulgadas 4K UHD InfinityEdge pantalla táctil portátil (plata) 10ª generación Intel Core i7-10710U, 16GB RAM, 1TB SSD, Windows 10 Home Advance (XPS7390-7681SLV-PUS)",Dell,4.0,84,https://images-na.ssl-images-amazon.com/images/I/81v6VrI9ZML._AC_SY450_.jpg,in stock,"US$ 1,439.00",Windows 10 Home,13.3 Pulgadas,16 GB,46
B08W2VYYVX,https://www.amazon.com/-/es/HeroBook-Pro-ordenador-resoluci%C3%B3n-Bluetooth/dp/B08W2VYYVX,"CHUWI HeroBook Pro+ ordenador portátil, 13,3 pulgadas, resolución 3200 x 1800, con Windows 10, Intel Celeron J3455 Quad Core 8 GB RAM 128 GB ROM Bluetooth 5.0 portátil",CHUWI,4.6,4,https://images-na.ssl-images-amazon.com/images/I/61HhDR1prgL._AC_SX569_.jpg,out of stock,,Windows 10,13.3 Pulgadas,8 GB,6
B07YLY24Y8,https://www.amazon.com/-/es/dp/B07YLY24Y8,"Acer R13 13.3in Convertible 2-in-1 FHD IPS Touchscreen Chromebook - Intel Quad-Core MediaTek MT8173C 2.1GHz, 4GB RAM, 64GB SSD, Bluetooth, HDMI, Chrome OS (Renewed)",Acer,4.5,140,https://images-na.ssl-images-amazon.com/images/I/61LKOmFUs4L._AC_SX450_.jpg,in stock,US$ 267.00,Chrome OS,13.3 Pulgadas,4 GB,13
B07X6CB1N4,https://www.amazon.com/-/es/pantalla-Graphics-retroiluminado-A515-43-R19L-renovado/dp/B07X6CB1N4,"Acer Aspire 5, pantalla Full HD IPS de 15,6"", AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128 GB SSD, teclado retroiluminado, Windows 10 en modo S, A515-43-R19L (renovado), Plateado",Acer,4.4,512,https://images-na.ssl-images-amazon.com/images/I/71Be9bFll-L._AC_SX466_.jpg,out of stock,,Windows 10 Home,15.6 Pulgadas,4 GB,74
B082XLBSG4,https://www.amazon.com/-/es/ThinkCentre-V530s/dp/B082XLBSG4,"OEM Lenovo ThinkCentre V530s SFF Intel Octa-Core (8 Cores) i7-9700, 32GB RAM, 1TB SSD, WiFi Intel-AC 3165, W10P Business Desktop",Oemgenuine,4.5,171,https://images-na.ssl-images-amazon.com/images/I/61bu4To32EL._AC_SX425_.jpg,in stock,"US$ 1,099.95",,,32 GB,42
B07XFZXYKM,https://www.amazon.com/-/es/Samsung-Galaxy-Tab-10-1-Renovado/dp/B07XFZXYKM,Samsung Galaxy Tab A 10.1 32 GB WiFi Tablet Plata (2019) (Renovado),SAMSUNG,4.6,236,https://images-na.ssl-images-amazon.com/images/I/615XL-Mv6UL._AC_SX466_.jpg,in stock,US$ 184.55,,10.1 Pulgadas,32 GB,20
B089YW8GRQ,https://www.amazon.com/-/es/Latitude-5285-pantalla-Dual-Core-Bluetooth/dp/B089YW8GRQ,"Dell Latitude 12 5285 2 en 1 pantalla táctil FHD con cristal Corning Gorilla (con teclado), Intel i7-7600U 2,8 GHz Dual-Core | 16 GB DDR3 | 512 GB SSD | WiFi | Bluetooth | Webcam | Windows 10 Pro (renovado)",Dell,3.8,25,https://images-na.ssl-images-amazon.com/images/I/313pK2%2BDQgL._AC_SX466_.jpg,in stock,US$ 545.00,Windows 10,12.3 Pulgadas,16 GB,14
B08DXZ9H5H,https://www.amazon.com/-/es/dp/B08DXZ9H5H,"Mini PC,6GB DDR4/ 64GB eMMC Windows 10 Mini Desktop Computer with Fanless Intel Celeron N3350 Processor (Up to 2.4GHz) 2.4G/5G Dual WiFi, HDMI+VGA 4K Dual-Screen Display, BT4.2, USB x4",BMAX,4.0,75,https://images-na.ssl-images-amazon.com/images/I/515yCifROpL._AC_SY450_.jpg,in stock,US$ 157.99,,,6 GB,15
B07R2YBG94,https://www.amazon.com/-/es/ASUS-Chromebook-Flip-ordenador-port%C3%A1til/dp/B07R2YBG94,"ASUS Chromebook Flip C214 2 en 1 ordenador portátil - 11.6"" resistente y resistente a derrames pantalla táctil de 360 grados, Intel Celeron N4000, 4GB LPDDR4 RAM, 32GB de almacenamiento, HD 5M Pixel cámara, Chrome OS-C214MA-YS02T",ASUS,4.4,220,https://images-na.ssl-images-amazon.com/images/I/911KqjCE7LL._AC_SX679_.jpg,in stock,US$ 369.97,Chrome OS,11.6 Pulgadas,4 GB,60
B08NCWJ4LC,https://www.amazon.com/-/es/ASUS-VivoBook-pantalla-t%C3%A1ctil-port%C3%A1til/dp/B08NCWJ4LC,"ASUS VivoBook 15.6"" FHD pantalla táctil portátil - Intel Core i5-1035G1 1.0GHz - 8GB RAM 256GB PCIe SSD - Webcam - Windows 10 Home, negro",ASUS,4.5,938,https://images-na.ssl-images-amazon.com/images/I/71TzSqpfz8L._AC_SX450_.jpg,in stock,US$ 559.00,Windows 10,15.6 Pulgadas,8 GB,264
B07BR5GK1V,https://www.amazon.com/-/es/Intel-NUC8-Kit-mini-PC/dp/B07BR5GK1V,Intel NUC8 Kit de mini PC,Intel,4.6,266,https://images-na.ssl-images-amazon.com/images/I/51vlC3XkouL._AC_SX466_.jpg,out of stock,,,,32 GB,186
B087KXDMNS,https://www.amazon.com/-/es/Razer-Blade-Gaming-Laptop-2020/dp/B087KXDMNS,"Razer Blade Pro 17 Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 SUPER, 17.3"" 4K 120Hz, 16GB RAM, 1TB SSD, CNC, Chroma RGB, Thunderbolt 3, lector de tarjetas SD, listo para creador",Razer,3.9,89,https://images-na.ssl-images-amazon.com/images/I/71lA9E6ak8L._AC_SX522_.jpg,in stock,"US$ 3,180.24",Windows 10,17.3 Pulgadas,16 GB,41
B08RNGZS1G,https://www.amazon.com/-/es/Computadoras-port%C3%A1tiles-pulgadas-Windows-10-Processor/dp/B08RNGZS1G,Computadoras portátiles de 14 pulgadas Windows-10 - WinBook Intel Celeron Processor 6GB RAM 64GB ROM HD IPS Display Dual Band WiFi Numérico Touchpad Remoción Webcam HDMI (gris),Winnovo,3.7,37,https://images-na.ssl-images-amazon.com/images/I/710MkjWswcL._AC_SY450_.jpg,out of stock,,Windows 10 S,14 Pulgadas,6 GB,21
B075K5C8K5,https://www.amazon.com/-/es/MacBook-pulgadas-ME665LL-pantalla-renovado/dp/B075K5C8K5,"Apple MacBook Pro 15 pulgadas Intel Quad Core i7 2.7GHz (ME665LL/A) pantalla Retina, 16 GB de memoria, unidad de estado sólido de 512 GB, (renovado)",Apple,3.9,135,https://images-na.ssl-images-amazon.com/images/I/31fD%2BNPpVqL._AC_SX450_.jpg,in stock,US$ 999.99,Mac OS X,15 Pulgadas,16 GB,26
B0892ZYL16,https://www.amazon.com/-/es/15-6-Laptop-pantalla-t%C3%A1ctil-i5-1035G1/dp/B0892ZYL16,"HP 15.6"" Laptop con pantalla táctil - 10 Gen Intel i5-1035G1 12GB SDRAM 1.0TB 5400RPM SATA disco duro",HP,4.4,"1,509",https://images-na.ssl-images-amazon.com/images/I/41ViNubLd9L._AC_SY450_.jpg,in stock,US$ 637.00,Windows 10,15.6 Pulgadas,12 GB,224
B01KAKPWGQ,https://www.amazon.com/-/es/iPad-Pro-9-7-Reacondicionado-Plateado/dp/B01KAKPWGQ,"iPad Pro 9.7 (Reacondicionado), Plateado",Apple,4.4,212,https://images-na.ssl-images-amazon.com/images/I/91xKRosDu2L._AC_SX522_.jpg,in stock,US$ 439.95,,9.7 Pulgadas,128 GB,19
B07L24TWSG,https://www.amazon.com/-/es/Chromebook-CB514-1HT-C6EV-Celeron-pantalla-retroiluminado/dp/B07L24TWSG,"Acer Chromebook 514, CB514-1HT-C6EV, Intel Celeron N3450, pantalla táctil Full HD de 14"", LPDDR4 de 4 GB, eMMC, teclado retroiluminado, Google Chrome",Acer,4.5,601,https://images-na.ssl-images-amazon.com/images/I/71Ouu74rLsL._AC_SX355_.jpg,in stock,US$ 395.18,Chrome OS,14 Pulgadas,4 GB,97
B08L6YC551,https://www.amazon.com/-/es/port%C3%A1til-EliteBook-1030-G2-convertible/dp/B08L6YC551,"PC portátil HP EliteBook x360 1030 G2 portátil convertible 2 en 1 - 7ª generación Intel i5, 8GB RAM, 512GB SSD, 13,3 pulgadas Full HD (1920 x 1080) pantalla táctil, Win10 Pro, Thunderbolt (renovado)",HP,4.2,33,https://images-na.ssl-images-amazon.com/images/I/71Lsf%2BaJyIL._AC_SY450_.jpg,in stock,US$ 494.97,Windows 10 Pro,13.3 Pulgadas,8 GB,
B089815FGM,https://www.amazon.com/-/es/16-a0020nr/dp/B089815FGM,"HP Pavilion Gaming 16 Laptop PC, NVIDIA GeForce GTX 1650 Ti, Intel Core i5-10300H, 8GB DDR4 RAM, 512GB PCIe NVMe SSD, 16.1"" Full HD, Windows 10 Home, Backlit Keyboard (16-a0020nr, 2020 Model)",HP,4.6,62,https://images-na.ssl-images-amazon.com/images/I/81VWre5cX9L._AC_SY355_.jpg,out of stock,,Windows 10 Home,16.1 Pulgadas,8 GB,17
B074PXZNDT,https://www.amazon.com/-/es/Apple-iPad-WiFi-128GB-Modelo/dp/B074PXZNDT,"Apple iPad 9.7 con WiFi, 128GB- Oro (Modelo 2017) - (Renovado)",Apple,4.5,259,https://images-na.ssl-images-amazon.com/images/I/61ZiE0YVPQL._AC_SX466_.jpg,in stock,US$ 319.00,,9.7 Pulgadas,128 GB,39
B08RYNKH27,https://www.amazon.com/-/es/SANNUO-pulgadas-Android-educaci%C3%B3n-pel%C3%ADculas/dp/B08RYNKH27,"SANNUO 10 pulgadas Kids Tablet, Android 10.0 RAM 3GB ROM 32GB 3G LET Dual SIM Card para niños educación, ver películas y jugar juego (rosa)…",SANNUO,4.2,29,https://images-na.ssl-images-amazon.com/images/I/61EibJC2SGL._AC_SY355_.jpg,in stock,US$ 109.98,,10 Pulgadas,32 GB,19
B08C1C6S5K,https://www.amazon.com/-/es/Apple-iPad-Pro-pulgadas-Wi-Fi/dp/B08C1C6S5K,"Apple iPad Pro (12,9 pulgadas, Wi-Fi, 256 GB) - Gris espacial (4ª generación) (renovado)",Apple,4.6,57,https://images-na.ssl-images-amazon.com/images/I/81bFlyDPHkL._AC_SX522_.jpg,in stock,"US$ 1,020.00",,12.9 Pulgadas,256 GB,5
B089PSZZPM,https://www.amazon.com/-/es/Ideapad-port%C3%A1til-pantalla-procesador-reuni%C3%B3n/dp/B089PSZZPM,"2020 el más nuevo Lenovo Ideapad 3 portátil, 15.6"" pantalla HD sin pantalla táctil, procesador AMD Ryzen 3 3250U, 20GB RAM, 1TB SSD, Wi-Fi, cámara web, clase online, reunión de zoom, Windows 10 Home, paquete KKE, negro",Lenovo,4.7,98,https://images-na.ssl-images-amazon.com/images/I/71-cNB34E9L._AC_SX569_.jpg,in stock,US$ 649.00,Windows 10,15.6 Pulgadas,20 GB,16
B08DK84NQ9,https://www.amazon.com/-/es/Tablet-Android-10-0-procesador-certificado/dp/B08DK84NQ9,"Tablet Android 10.0: MEBERRY tabletas de 10 pulgadas con 4 GB de RAM+64 GB de ROM| expansión de 128 GB | procesador Octa-Core | certificado por Google | batería de 8000 mAh | WiFi| GPS| cámara doble, azul",MEBERRY,4.4,44,https://images-na.ssl-images-amazon.com/images/I/71tE%2B3xSCeL._AC_SX450_.jpg,in stock,US$ 139.99,,10 Pulgadas,4 GB,7
B08CDQJLX4,https://www.amazon.com/-/es/Windows-Celeron-Desktop-Computer-Support/dp/B08CDQJLX4,"Mini PC con Windows 10 Pro e Intel Celeron N3350 (hasta 2,4 GHz), 4 GB LPDDR3 y 64 GB eMMC Micro Desktop Computer Support 2.4G/5G Dual WiFi, 4K HD, puertos HDMI/VGA",Terryza,4.1,446,https://images-na.ssl-images-amazon.com/images/I/816RhlthDCL._AC_SY355_.jpg,out of stock,,,,4 GB,63
B08121G394,https://www.amazon.com/-/es/I7391-5537SLV-PUS/dp/B08121G394,"Dell Inspiron 13 2-in-1 7391-13.3"" FHD Touch - 10th gen i5-10210U - 8GB - 512GB SSD",Dell,4.6,77,https://images-na.ssl-images-amazon.com/images/I/51ntwY%2BGaSL._AC_SX679_.jpg,in stock,US$ 849.00,Windows 10,13.3 Pulgadas,8 GB,11
B0816HBV9B,https://www.amazon.com/-/es/pantalla-port%C3%A1til-ordenador-tradicional-port%C3%A1tiles/dp/B0816HBV9B,"Jumper 13.3 '' FHD (1920 x 1080) IPS pantalla Windows 10 portátil con Office 365 personal para 1 año, ordenador portátil tradicional mini portátil Intel N3350 4 GB RAM 64 GB ROM portátiles",Jumper,4.1,161,https://images-na.ssl-images-amazon.com/images/I/61td22gr6rL._AC_SX679_.jpg,in stock,US$ 269.99,Windows 10,13.3 Pulgadas,4 GB,11
B07DVS7GYL,https://www.amazon.com/-/es/Delphin-Microtablet-impermeable-seguimiento-incorporado/dp/B07DVS7GYL,"Delphin - Microtablet impermeable compatible con audio y más, además de seguimiento de vueltas incorporado! (8 GB, Swimbuds Sport)",Swimbuds,3.5,301,https://images-na.ssl-images-amazon.com/images/I/71vsNOi%2BzQL._AC_SY450_.jpg,in stock,US$ 220.00,,1.54 Pulgadas,8 GB,110
B08F41S84R,https://www.amazon.com/-/es/pantalla-generaci%C3%B3n-Dual-Core-i3-1005G1-Bluetooth/dp/B08F41S84R,"2020 más nuevo Lenovo IdeaPad 3 15"" HD pantalla táctil portátil, Intel 10ª generación Dual-Core i3-1005G1 CPU, 8GB DDR4 RAM, 256GB PCI-e SSD, cámara web, WiFi 5, Bluetooth, Windows 10 S - Almendra",Lenovo,4.6,625,https://images-na.ssl-images-amazon.com/images/I/719Xp9IGIVL._AC_SX466_.jpg,out of stock,,Windows 10 S,15.6 Pulgadas,8 GB,40
B082QLTC15,https://www.amazon.com/-/es/Lenovo-ThinkPad-Business-Laptop-i5-10210U/dp/B082QLTC15,"Lenovo ThinkPad E14 14"" Full HD IPS 1920 x 1080 Business Laptop, Intel Quad Core i5-10210U, 256 GB SSD, 8GB Ram, Win 10 Pro 64-bit",Lenovo,4.5,67,https://images-na.ssl-images-amazon.com/images/I/41irAcQqmgL._AC_SY355_.jpg,in stock,US$ 674.99,Windows 10,3,,20
B08QVK9DT6,https://www.amazon.com/-/es/VUCATIMES-port%C3%A1til-14-ordenador-Bluetooth/dp/B08QVK9DT6,"VUCATIMES portátil de 14 pulgadas, pantalla IPS Full HD de 14 pulgadas, ordenador portátil Windows 10 (Intel N3350, 6 GB RAM, 128 GB SSD), bisel estrecho, teclado numérico, HDMI, Bluetooth, azul cobalto",VUCATIMES,3.9,153,https://images-na.ssl-images-amazon.com/images/I/71Wa7YKpYIL._AC_SX679_.jpg,in stock,US$ 279.00,Windows 10 S,14 Pulgadas,6 GB,45
B08SCMW3CK,https://www.amazon.com/-/es/Lenovo-15-IdeaPad-generaci%C3%B3n-i3-1005G1/dp/B08SCMW3CK,"Lenovo 15 IdeaPad 3 15.6"" FHD Laptop, Intel 10ª generación Core i3-1005G1 hasta 3.4GHz (Beats i5-7200u), 8GB DDR4 RAM, 256GB PCI-e SSD, Webcam, WiFi 5, HDMI, Windows 10 S + AllyFlex Mousepad",Lenovo,4.5,11,https://images-na.ssl-images-amazon.com/images/I/41faa4OQyhL._AC_.jpg,in stock,US$ 499.00,Windows 10 S,15.6 Pulgadas,8 GB,
B08BJGMFZH,https://www.amazon.com/-/es/Envy-x360-pantalla-t%C3%A1ctil-port%C3%A1til/dp/B08BJGMFZH,"HP Envy x360 2 en 1 15.6"" pantalla táctil portátil - AMD Ryzen 7 - 8GB de memoria - 512GB SSD - Nightfall negro",HP,4.0,28,https://images-na.ssl-images-amazon.com/images/I/61he1TGwhDL._AC_SX569_.jpg,in stock,US$ 944.45,Windows 10,15.6 Pulgadas,8 GB,23
B082DJMLCD,https://www.amazon.com/-/es/PAD-10-1IN-32GB-desbloqueo-LM-T600QSCCASV/dp/B082DJMLCD,"G PAD 5 10.1IN 32GB 4G LTE BLK desbloqueo, LM-T600QSCCASV",LG,4.5,165,https://images-na.ssl-images-amazon.com/images/I/51x2dbr8T1L._AC_SY355_.jpg,in stock,US$ 299.92,,10.1,32 GB,91
B084YXBMR9,https://www.amazon.com/-/es/Port%C3%A1til-rendimiento-pulgadas-Graphics-Bluetooth/dp/B084YXBMR9,"Portátil HP de alto rendimiento de 14 pulgadas (AMD Ryzen 3 3200U 2,6 GHz hasta 3,5 GHz, AMD Radeon Vega 3 Graphics, 4 GB DDR4 RAM, 128 GB SSD, WiFi, Bluetooth, HDMI, Windows 10 (renovado)",HP,4.1,"1,447",https://images-na.ssl-images-amazon.com/images/I/81yxJ3DZEGL._AC_SY450_.jpg,in stock,US$ 365.00,Windows 10,14 Pulgadas,4 GB,177
B08Q7SMXRR,https://www.amazon.com/-/es/pulgadas-Android-1280x800-Bluetooth-Capacidad/dp/B08Q7SMXRR,"Tablet 10.1 pulgadas Android Tablet AWOW, 1.5GHz Quad Core, 2GB RAM, 16GB ROM, 1280x800 HD IPS, 3MP y 2MP Cámara, Android 10, 2.4G WiFi, Bluetooth 4.0, USB2.0, 5000mAh Capacidad de la batería, negro",AWOW,4.5,36,https://images-na.ssl-images-amazon.com/images/I/71vnZ%2BzqedL._AC_SY450_.jpg,in stock,US$ 99.99,,10.1 Pulgadas,16 GB,10
B089T5W7P1,https://www.amazon.com/-/es/Stream-Laptop-Intel-pulgadas-Office/dp/B089T5W7P1,HP Stream Laptop Intel N4000 4 GB 64 GB eMMC 14 pulgadas WLED Win 10 S con Office 365 1 año,HP,4.4,37,https://images-na.ssl-images-amazon.com/images/I/818F6P9L1VL._AC_SX425_.jpg,in stock,US$ 289.45,Windows 10,14 Pulgadas,4 GB,3
B08SQTBGCX,https://www.amazon.com/-/es/ordenador-Procesador-computadora-escritorio-pantalla/dp/B08SQTBGCX,"Mini PC Windows 10 Pro,Mini ordenador Intel Celeron J4125 Procesador (hasta 2,70 GHz), 8 GB RAM 128 GB ROM Micro computadora de escritorio, Micro PC Soporte 4K UHD y Triple pantalla",Terryza,4.5,48,https://images-na.ssl-images-amazon.com/images/I/61PnxPVk6LL._AC_SX679_.jpg,in stock,US$ 229.99,,,8 GB,3
B07F7MRT2P,https://www.amazon.com/-/es/Ordenador-sobremesa-Business-600-G2/dp/B07F7MRT2P,"Ordenador de sobremesa HP Business ProDesk 600 G2 - Intel Core i5 (6ª generación) i5-6500 3,20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD (Renovado)",HP,4.6,45,https://images-na.ssl-images-amazon.com/images/I/618gLmZAU1L._AC_SX425_.jpg,in stock,US$ 217.00,,,8 GB,32
B073SJQW4B,https://www.amazon.com/-/es/Lenovo-ThinkCentre-Tiny-Business-Desktop/dp/B073SJQW4B,Lenovo ThinkCentre M73e Tiny Business Desktop,Lenovo,4.3,149,https://images-na.ssl-images-amazon.com/images/I/614JD1lqCXL._AC_SX425_.jpg,in stock,US$ 137.08,,,8 GB,44
B07TYLRPNP,https://www.amazon.com/-/es/T11-4-64-ACEPC-T11/dp/B07TYLRPNP,ACEPC T11.,ACEPC,3.9,609,https://images-na.ssl-images-amazon.com/images/I/51Cfis34EnL._AC_SY450_.jpg,in stock,US$ 139.99,,,4 GB,127
B089H2FYN9,https://www.amazon.com/-/es/Ordenador-port%C3%A1til-pulgadas-YELLYOUTH-ordenador/dp/B089H2FYN9,Ordenador portátil 15.6 pulgadas 8 GB RAM 128 SSD YELLYOUTH Full HD 1920 x 1080 Intel CPU Quad Core ordenador con WiFi HDMI Windows 10 portátil Plata,YELLYOUTH,3.6,368,https://images-na.ssl-images-amazon.com/images/I/71EmHCl1U2L._AC_SY450_.jpg,in stock,US$ 319.99,Windows 10,15.6 Pulgadas,8 GB,48
B08CBT24NP,https://www.amazon.com/-/es/infantil-pulgadas-compatible-Kid-Proof-Bluetooth/dp/B08CBT24NP,"Tablet infantil 7 pulgadas 32GB ROM 2GB RAM Kidoz Learning Tablets IPS HD Display WiFi Android 10.0 Tablet compatible con Disney+ App, Kid-Proof Bluetooth Tablets para niños, azul",CWOWDEFU,4.2,302,https://images-na.ssl-images-amazon.com/images/I/71vZ5qQWE1L._AC_SX522_.jpg,in stock,US$ 71.99,,7 Pulgadas,32 GB,32
B08FC754CG,https://www.amazon.com/-/es/ASUS-Zenbook-port%C3%A1til-pulgadas-retroiluminado/dp/B08FC754CG,"ASUS Zenbook portátil Full HD de 14 pulgadas, AMD Ryzen 5-4500U, teclado retroiluminado, cámara frontal, salida HDMI, Amazon Alexa, NVIDIA GeForce MX350, Windows 10, gris claro (8 GB RAM | 512 GB SSD PCIe)",ASUS,4.1,11,https://images-na.ssl-images-amazon.com/images/I/5141Jjt6jAL._AC_SX355_.jpg,in stock,US$ 699.99,Windows 10,14 Pulgadas,8 GB,6
B0887WHLSW,https://www.amazon.com/-/es/Port%C3%A1til-generaci%C3%B3n-i5-1035G1-Wireless-AC-Bluetooth/dp/B0887WHLSW,"Portátil HP 2020, pantalla HD+ de 17,3"", 10ª generación Intel Core i5-1035G1 de cuatro núcleos hasta 3,60 GHz, 8 GB DDR4 RAM, 256 GB PCIe NVMe M.2 SSD, DVD-RW, HDMI, Wireless-AC, Bluetooth, Windows 10 Home, Negro",HP,4.5,236,https://images-na.ssl-images-amazon.com/images/I/61UHlOMTXEL._AC_SX466_.jpg,out of stock,,Windows 10,17.3 Pulgadas,8 GB,41
B07CTSFCRR,https://www.amazon.com/-/es/OptiPlex-9020-SFF-i5-4570-Windows-renovado/dp/B07CTSFCRR,"Dell OptiPlex 9020-SFF, Intel Core i5-4570 3,2 GHZ, 16 GB RAM, 500 GB de disco duro, DVDRW, Windows 10 Pro 64 bits (renovado)",Dell,4.4,359,https://images-na.ssl-images-amazon.com/images/I/716vsBRDp5L._AC_SX466_.jpg,in stock,US$ 234.00,,,16 GB,80
B08JHDZS69,https://www.amazon.com/-/es/Celeron-Processor-Bluetooth-Microsoft-Meeting/dp/B08JHDZS69,"HP Laptop, 14"" HD Screen, Intel Celeron N4020 Processor, 4GB DDR4 Memory, 64GB eMMC, Webcam, WiFi, Bluetooth, 1-Year Microsoft 365, Online Class/Online Meeting, Windows 10 Home, KKE 64GB Micro SD Card",HP,4.6,58,https://images-na.ssl-images-amazon.com/images/I/61AU2uPR78L._AC_SX466_.jpg,in stock,US$ 359.00,Windows 10,14 Pulgadas,4 GB,9
B083GP7SNC,https://www.amazon.com/-/es/tabletas-Android-Bluetooth-parental-Learning/dp/B083GP7SNC,Tablet para niños 7 tabletas Android para niños WiFi niño Tablet 1G+16GB Quad Core Kids Tablets con soporte de cámara Bluetooth Google Play Store Netflix YouTube Control parental Kids Learning Tablet (azul),TOPELOTEK,3.7,562,https://images-na.ssl-images-amazon.com/images/I/61Ins5ykh6L._AC_SX450_.jpg,in stock,US$ 63.99,,7 Pulgadas,16 GB,46
B08GCWKB9K,https://www.amazon.com/-/es/Windows-ordenador-sobremesa-Multi-pantallas-Ethernet/dp/B08GCWKB9K,"Mini PC Windows 10 Pro 8GB DDR4,128GB SSD Intel Celeron J4125 (hasta 2.7GHz) Mini ordenador de sobremesa Soporte Multi-pantallas UHD 4K@60Hz, 2.4G/5G Dual WiFi, Gigabit Ethernet, BT 4.2",Terryza,4.2,116,https://images-na.ssl-images-amazon.com/images/I/71OZqUpdpbL._AC_SY355_.jpg,out of stock,,,,8 GB,40
B083JL8WCF,https://www.amazon.com/-/es/EliteDesk-sobremesa-Quad-Core-Professional-bit-multi-idioma-ingl%C3%A9s/dp/B083JL8WCF,"HP EliteDesk 800 G2 Mini PC de sobremesa para empresas Intel Quad-Core i7-6700T hasta 3,1 G, 16 GB DDR4, 1000 GB (1 TB) SSD, VGA, puerto DP, Windows 10 Professional 64 bit-multi-idioma-inglés/español (renovado)",HP,4.3,88,https://images-na.ssl-images-amazon.com/images/I/61R4jK29R6L._AC_SX466_.jpg,in stock,US$ 450.00,,,16 GB,34
B08FDY85FF,https://www.amazon.com/-/es/Lenovo-ThinkPad-Carbon-i5-10210U-Graphics/dp/B08FDY85FF,"Lenovo ThinkPad X1 Carbon Gen 8, 14.0"" FHD 400 nits, i5-10210U, UHD Graphics, 16GB, 512GB SSD, Win 10 Pro",Lenovo,5.0,1,https://images-na.ssl-images-amazon.com/images/I/51XFV9noKAL._AC_SX355_.jpg,in stock,"US$ 1,449.99",Windows 10,14 Pulgadas,16 GB,
B01N0ON3DN,https://www.amazon.com/-/es/Samsung-Galaxy-Wi-Fi-certificado-reacondicionamiento/dp/B01N0ON3DN,"Samsung Galaxy Tab A, 10,1"", 16 GB (Wi-Fi), color negro (certificado de reacondicionamiento), Negro",Samsung Electronics,4.4,467,https://images-na.ssl-images-amazon.com/images/I/71Vfx0pLqGL._AC_SY741_.jpg,in stock,US$ 178.00,,10.1 Pulgadas,16 GB,92
B08J7QBD7C,https://www.amazon.com/-/es/NanoEdge-Ultra-Slim-generaci%C3%B3n-retroiluminado-NumberPad/dp/B08J7QBD7C,"El más nuevo Asus Zenbook 14"" IPS FHD NanoEdge Bisel Display Ultra-Slim Laptop, 4ª generación AMD Ryzen 7 4700U 8-Core, 16GB RAM, 1TB PCIe SSD, teclado retroiluminado, NumberPad, Windows 10 Pro, gris pino",ASUS,4.2,32,https://images-na.ssl-images-amazon.com/images/I/616PcEhj%2BZL._AC_SX450_.jpg,in stock,"US$ 1,057.88",Windows 10,14 Pulgadas,16 GB,19
B081RBM8C9,https://www.amazon.com/-/es/HP-17-3-Laptop-i5-8265u-unidad/dp/B081RBM8C9,HP 17.3 Laptop i5-8265u unidad SSD de 16 GB (16 GB/1 TB SSD),HP,4.4,326,https://images-na.ssl-images-amazon.com/images/I/61WCi0nlhoL._AC_SX425_.jpg,in stock,US$ 895.00,Windows 10,17.3 Pulgadas,16 GB,57
